CustomerID,Age,Gender,Region,SubscriptionType,TenureMonths,AvgMonthlyWatchHours,Churned,Cluster,PCA1,PCA2,SegmentName
CUST_0239,61,Male,South,Standard,29,30.6,0,0,0.4186366559388694,0.22276108513282997,Loyal Heavy Users
CUST_0240,43,Male,North,Basic,53,33.3,0,2,0.3857458196598578,1.3245404796854283,New Low-Engagement Users
CUST_0241,49,Female,North,Basic,43,34.7,0,0,0.23770899916210114,0.9928903734693887,Loyal Heavy Users
CUST_0242,23,Female,West,Standard,32,6.9,1,3,-0.05094125382127415,-0.9032858098976259,Young High-Engagement
CUST_0243,49,Male,West,Standard,26,47.0,0,0,-0.8220124998551527,0.9253343572538383,Loyal Heavy Users
CUST_0244,21,Male,North,Standard,16,9.9,0,3,-0.7833199840264067,-1.4068729730206784,Young High-Engagement
CUST_0245,28,Male,East,Premium,25,31.5,1,3,-1.0731088966475328,0.07158119228028,Young High-Engagement
CUST_0246,34,Female,North,Premium,54,11.9,0,1,0.9194999672848284,0.26349875351078655,At-Risk Mid-Tenure
CUST_0247,55,Male,West,Premium,28,16.1,0,1,0.7285009018230854,-0.5647201575960925,At-Risk Mid-Tenure
CUST_0248,41,Male,East,Standard,9,27.8,0,3,-0.9346341882267709,-0.7589527608982444,Young High-Engagement
CUST_0249,22,Female,East,Basic,56,21.4,1,2,0.12263458327182339,0.8183203256925489,New Low-Engagement Users
CUST_0250,69,Male,North,Standard,56,8.9,0,1,2.50948754634343,0.2276192055709772,At-Risk Mid-Tenure
CUST_0251,51,Female,West,Basic,1,9.4,0,3,-0.05904704440279516,-2.015836902137369,Young High-Engagement
CUST_0252,23,Male,West,Standard,29,21.5,0,3,-0.7381827695690616,-0.2804701495887373,Young High-Engagement
CUST_0253,39,Male,East,Standard,57,38.1,0,2,0.1651142761220065,1.729299780410415,New Low-Engagement Users
CUST_0254,28,Male,North,Standard,22,45.0,0,2,-1.7160800129739917,0.6382227508320103,New Low-Engagement Users
CUST_0255,65,Female,South,Basic,16,5.1,0,1,1.1733988910294317,-1.6073962922443137,At-Risk Mid-Tenure
CUST_0256,33,Female,South,Basic,41,20.3,0,2,0.10952683040124488,0.1594568718885063,New Low-Engagement Users
CUST_0257,50,Female,West,Standard,51,5.9,0,1,1.7026091862667267,-0.1494551158512845,At-Risk Mid-Tenure
CUST_0258,26,Male,South,Basic,44,1.8,1,1,0.6731640201847067,-0.6696169727705241,At-Risk Mid-Tenure
CUST_0259,23,Female,West,Premium,51,33.4,0,2,-0.4863224278647112,1.2275292254581307,New Low-Engagement Users
CUST_0260,33,Male,West,Basic,54,30.5,0,2,0.13084732819899786,1.212338109725041,New Low-Engagement Users
CUST_0261,46,Male,West,Basic,41,9.0,0,1,1.0853501688659573,-0.40442707251046844,At-Risk Mid-Tenure
CUST_0262,20,Female,South,Basic,7,12.5,0,3,-1.2269972745415656,-1.6434150768598141,Young High-Engagement
CUST_0263,37,Male,West,Standard,14,2.2,0,3,0.10142465096153576,-1.8657187392454082,Young High-Engagement
CUST_0264,53,Male,East,Standard,29,41.9,0,0,-0.35678452908172636,0.7917132152020897,Loyal Heavy Users
CUST_0265,36,Male,North,Basic,19,48.8,0,0,-1.64802325252906,0.7176199636885289,Loyal Heavy Users
CUST_0266,43,Male,North,Basic,19,7.6,0,3,0.2906674497097296,-1.3792600240048156,Young High-Engagement
CUST_0267,20,Male,West,Standard,2,12.3,0,3,-1.3850357409667362,-1.8582416700804072,Young High-Engagement
CUST_0268,36,Female,North,Basic,41,43.6,0,2,-0.707959428911332,1.352367393237756,New Low-Engagement Users
CUST_0269,37,Male,South,Standard,45,46.4,0,2,-0.6476971836935607,1.6600601491654672,New Low-Engagement Users
CUST_0270,49,Female,South,Standard,15,21.6,0,3,-0.16516151730293058,-0.8219255840666205,Young High-Engagement
CUST_0271,24,Female,North,Basic,3,3.5,0,3,-0.8373332968495517,-2.2626573115666773,Young High-Engagement
CUST_0272,69,Male,South,Basic,11,2.9,0,1,1.2561737826710606,-1.9203030673962391,At-Risk Mid-Tenure
CUST_0273,58,Male,North,Premium,53,29.1,0,1,1.1559847141463697,1.1252621027144074,At-Risk Mid-Tenure
CUST_0274,50,Male,North,Standard,46,20.3,0,1,0.9569817820675613,0.3813018233413132,At-Risk Mid-Tenure
CUST_0275,57,Female,North,Standard,30,2.4,0,1,1.4264645170670776,-1.1804705389612324,At-Risk Mid-Tenure
CUST_0276,56,Male,West,Basic,57,29.6,0,1,1.1885710479059033,1.3124590072022533,At-Risk Mid-Tenure
CUST_0277,35,Female,North,Standard,40,1.6,0,1,0.9090669559502098,-0.8343982077498366,At-Risk Mid-Tenure
CUST_0278,57,Male,West,Basic,18,39.6,0,0,-0.4692902116221073,0.22816395931818156,Loyal Heavy Users
CUST_0279,18,Female,North,Standard,51,16.0,1,2,0.013552645901276009,0.3338888847200704,New Low-Engagement Users
CUST_0280,28,Male,North,Premium,48,3.0,0,1,0.8379000043405063,-0.44261836408280414,At-Risk Mid-Tenure
CUST_0281,45,Male,North,Basic,2,29.8,1,3,-1.0873267827218331,-0.9392218501378279,Young High-Engagement
CUST_0282,42,Female,South,Basic,32,20.5,0,1,0.16324380914812606,-0.18951053717113142,At-Risk Mid-Tenure
CUST_0283,67,Female,West,Basic,8,48.7,0,0,-0.7668981053138694,0.29378711393847734,Loyal Heavy Users
CUST_0284,40,Male,West,Basic,22,27.7,1,3,-0.5388621992635844,-0.23307902210370263,Young High-Engagement
CUST_0285,48,Female,North,Basic,6,14.5,0,3,-0.21845437655728459,-1.553821130673424,Young High-Engagement
CUST_0286,47,Female,North,Basic,12,35.8,0,0,-0.9164655673660632,-0.22156414411935843,Loyal Heavy Users
CUST_0287,59,Female,South,Standard,47,14.3,0,1,1.5923980901927535,0.12494299017991291,At-Risk Mid-Tenure
CUST_0288,52,Female,South,Standard,57,45.3,0,2,0.396389987955287,2.1101620928363736,New Low-Engagement Users
CUST_0289,24,Male,South,Basic,40,19.4,0,2,-0.24819333589925083,0.06345088493682322,New Low-Engagement Users
CUST_0290,33,Male,West,Premium,36,27.9,0,2,-0.3624290137387993,0.3429557274913984,New Low-Engagement Users
CUST_0291,43,Male,West,Basic,15,3.5,0,3,0.32280519813326053,-1.7523267176023842,Young High-Engagement
CUST_0292,65,Female,West,Premium,28,21.9,0,0,0.8958794663079503,-0.2583930678995971,Loyal Heavy Users
CUST_0293,69,Female,North,Basic,52,41.8,1,0,1.0525300415040975,1.7440450256232753,Loyal Heavy Users
CUST_0294,66,Male,West,Premium,57,40.5,0,0,1.1506959423464276,1.8792296595910276,Loyal Heavy Users
CUST_0295,19,Male,East,Standard,49,12.0,0,2,0.14818129523058313,0.04878781284947159,New Low-Engagement Users
CUST_0296,18,Female,East,Premium,45,12.1,0,2,-0.028793821188872058,-0.11080958390027708,New Low-Engagement Users
CUST_0297,65,Other,South,Premium,18,41.0,0,0,-0.20499091082957538,0.3077673677179302,Loyal Heavy Users
CUST_0298,29,Female,West,Basic,2,46.6,0,3,-2.4047434103596577,-0.0975083083552333,Young High-Engagement
CUST_0299,22,Male,East,Premium,13,5.7,0,3,-0.6738596971572133,-1.7431101419728006,Young High-Engagement
CUST_0300,54,Male,South,Basic,45,23.1,0,1,0.9713976893954815,0.4874223704973584,At-Risk Mid-Tenure
CUST_0301,49,Male,West,Basic,54,17.5,0,1,1.2953298487449603,0.5646805558308111,At-Risk Mid-Tenure
CUST_0302,26,Female,North,Basic,15,43.7,0,3,-1.9764439933380087,0.28334953351660985,Young High-Engagement
CUST_0303,58,Male,East,Standard,20,5.1,1,1,1.0257059801727255,-1.4508012560436432,At-Risk Mid-Tenure
CUST_0304,52,Female,North,Basic,29,11.3,0,1,0.8346570604954945,-0.7719617980856411,At-Risk Mid-Tenure
CUST_0305,36,Male,West,Standard,59,37.9,0,2,0.11935719956921591,1.797890644031023,New Low-Engagement Users
CUST_0306,65,Female,East,Standard,42,3.5,0,1,2.101447875051505,-0.6251158517144083,At-Risk Mid-Tenure
CUST_0307,33,Female,West,Standard,29,25.1,0,3,-0.4822634062415401,-0.08649126340655816,Young High-Engagement
CUST_0308,20,Female,North,Premium,3,22.7,1,3,-1.7703747185953038,-1.286218447614326,Young High-Engagement
CUST_0309,37,Male,East,Standard,19,17.4,0,3,-0.3442241474495901,-0.884881667518112,Young High-Engagement
CUST_0310,41,Male,North,Basic,3,20.3,0,3,-0.8320957117562079,-1.3874937443602005,Young High-Engagement
CUST_0311,50,Male,West,Basic,54,27.0,0,1,0.9530750117041292,1.05083416268578,At-Risk Mid-Tenure
CUST_0312,41,Female,West,Basic,14,8.9,0,3,-0.007900604576716777,-1.5195128436428529,Young High-Engagement
CUST_0313,69,Female,North,Basic,40,29.0,0,0,1.1690661956025667,0.5993112622136799,Loyal Heavy Users
CUST_0314,28,Female,East,Basic,59,40.5,0,2,-0.3059253718463283,1.9225566965663952,New Low-Engagement Users
CUST_0315,66,Female,North,Basic,55,38.2,1,0,1.1768262709721313,1.6799294714837982,Loyal Heavy Users
CUST_0316,25,Female,West,Premium,4,8.5,0,3,-0.9652644284482296,-1.965384224228952,Young High-Engagement
CUST_0317,53,Male,North,Standard,59,8.3,1,1,1.9920007238895023,0.30352846439009895,At-Risk Mid-Tenure
CUST_0318,55,Female,West,Basic,52,14.1,0,1,1.606213160924932,0.31528808877076575,At-Risk Mid-Tenure
CUST_0319,57,Male,North,Standard,11,18.7,0,0,0.13932469544428283,-1.1256023423111965,Loyal Heavy Users
CUST_0320,37,Male,East,Basic,58,21.0,0,2,0.8063744226490019,0.8949431846794274,New Low-Engagement Users
CUST_0321,52,Female,East,Standard,31,34.3,0,0,-0.02456169360429778,0.484432850360838,Loyal Heavy Users
CUST_0322,65,Male,North,Standard,43,3.8,0,1,2.1225916557460436,-0.5688730181095067,At-Risk Mid-Tenure
CUST_0323,42,Male,North,Standard,32,2.7,0,1,0.8796193634205309,-1.0985096383324189,At-Risk Mid-Tenure
CUST_0324,52,Female,East,Standard,27,20.2,0,1,0.4100342313767637,-0.3993074955745324,At-Risk Mid-Tenure
CUST_0325,42,Male,West,Premium,30,35.2,0,0,-0.4948047623739727,0.47933448369590265,Loyal Heavy Users
CUST_0326,46,Female,East,Premium,43,10.5,0,1,1.091416494364856,-0.24598077659026335,At-Risk Mid-Tenure
CUST_0327,35,Male,West,Standard,2,32.4,0,3,-1.5927702155150238,-0.8165830718705699,Young High-Engagement
CUST_0328,63,Male,North,Standard,49,13.7,0,1,1.8433023555240267,0.18020236764540762,At-Risk Mid-Tenure
CUST_0329,35,Male,North,Standard,9,44.4,0,3,-1.8431973454452115,0.08268367917816448,Young High-Engagement
CUST_0330,19,Male,West,Basic,28,44.9,0,2,-1.8734741514602409,0.8695290243107234,New Low-Engagement Users
CUST_0331,52,Female,North,Basic,31,15.6,0,1,0.7280350965582847,-0.4705268795108514,At-Risk Mid-Tenure
CUST_0332,33,Male,West,Basic,34,12.3,1,3,0.19897068970842022,-0.5355404182251073,Young High-Engagement
CUST_0333,58,Female,South,Standard,56,21.2,0,1,1.5735792516006115,0.8445977894718462,At-Risk Mid-Tenure
CUST_0334,53,Male,East,Standard,15,12.8,0,3,0.34932340082298957,-1.267263849587658,Young High-Engagement
CUST_0335,50,Female,South,Basic,48,33.9,1,2,0.4760737139318479,1.1576632385902585,New Low-Engagement Users
CUST_0336,21,Female,West,Premium,25,41.5,0,2,-1.7561300880268262,0.5751593846796826,New Low-Engagement Users
CUST_0337,50,Female,East,Premium,36,34.0,1,0,0.07343882027110234,0.6716984866964273,Loyal Heavy Users
CUST_0338,31,Male,West,Standard,8,41.4,0,3,-1.9159991412245094,-0.11549558909417158,Young High-Engagement
CUST_0339,38,Male,East,Standard,9,20.5,0,3,-0.7610810114062432,-1.1347854385070109,Young High-Engagement
CUST_0340,65,Male,East,Premium,58,8.7,0,1,2.4236500391018163,0.295196432057528,At-Risk Mid-Tenure
CUST_0341,37,Female,East,Basic,58,37.2,0,2,0.15439217662580196,1.7222345014666665,New Low-Engagement Users
CUST_0342,25,Male,East,Standard,37,18.7,0,2,-0.27959341082519296,-0.0940505056970682,New Low-Engagement Users
CUST_0343,24,Female,West,Basic,48,33.9,0,2,-0.566017483977557,1.1313086731047755,New Low-Engagement Users
CUST_0344,20,Female,East,Standard,45,14.3,0,2,-0.037173758653882484,0.003565893882153404,New Low-Engagement Users
CUST_0345,34,Male,East,Basic,39,5.0,0,1,0.698933219240562,-0.7027054271238086,At-Risk Mid-Tenure
CUST_0346,50,Female,South,Premium,32,49.6,0,0,-0.6872660391237023,1.3046588882043284,Loyal Heavy Users
CUST_0347,65,Male,North,Premium,58,8.7,0,1,2.4236500391018163,0.295196432057528,At-Risk Mid-Tenure
CUST_0348,29,Male,North,Basic,52,49.4,0,2,-0.8565554002325567,2.0916115160377236,New Low-Engagement Users
CUST_0349,68,Female,South,Standard,17,48.9,0,0,-0.43590910423481904,0.6733178404321973,Loyal Heavy Users
CUST_0350,39,Female,South,Premium,35,39.9,1,2,-0.6381137674661608,0.9209233090663355,New Low-Engagement Users
CUST_0351,39,Female,West,Standard,37,33.3,0,2,-0.30605631895566215,0.6657239465929211,New Low-Engagement Users
CUST_0352,63,Male,West,Premium,19,29.3,1,0,0.21894182035635326,-0.2508254557506447,Loyal Heavy Users
CUST_0353,47,Male,West,Standard,44,43.4,0,2,-0.15937294982933276,1.4760718007699296,New Low-Engagement Users
CUST_0354,55,Female,South,Basic,29,15.2,0,1,0.7979396637045274,-0.5697581622717273,At-Risk Mid-Tenure
CUST_0355,55,Female,South,Basic,59,23.9,0,1,1.444326829837401,1.102206636305184,At-Risk Mid-Tenure
CUST_0356,62,Female,East,Basic,7,31.4,0,0,-0.30426513930472165,-0.635669114310973,Loyal Heavy Users
CUST_0357,68,Male,West,Standard,28,21.1,0,0,1.0483174124990224,-0.29620604868445,Loyal Heavy Users
CUST_0358,25,Female,West,Basic,9,21.9,0,3,-1.338470755079,-1.0764684099224602,Young High-Engagement
CUST_0359,44,Male,West,Standard,28,17.2,0,1,0.24334576482470105,-0.5196960643135619,At-Risk Mid-Tenure
CUST_0360,44,Male,North,Standard,6,28.6,0,3,-0.9462421282586961,-0.8378258294133514,Young High-Engagement
CUST_0361,51,Female,East,Standard,29,42.7,0,0,-0.4691420445839755,0.8305398331210001,Loyal Heavy Users
CUST_0362,38,Male,West,Premium,58,10.9,0,1,1.2529376116609314,0.38017643295230447,At-Risk Mid-Tenure
CUST_0363,47,Female,West,Premium,17,46.8,0,0,-1.1930819316230261,0.544789993626061,Loyal Heavy Users
CUST_0364,50,Male,West,Standard,16,34.8,0,0,-0.6231083536787836,-0.1059001018118977,Loyal Heavy Users
CUST_0365,45,Male,North,Premium,23,41.3,0,0,-0.8525856399464457,0.5074279547807605,Loyal Heavy Users
CUST_0366,64,Female,North,Standard,31,28.3,0,0,0.6978783805960999,0.19019230456684152,Loyal Heavy Users
CUST_0367,50,Female,South,Standard,3,39.2,0,0,-1.2320177892505317,-0.4131978072352414,Loyal Heavy Users
CUST_0368,22,Female,East,Premium,21,1.8,0,3,-0.25116080036966265,-1.6148918741064038,Young High-Engagement
CUST_0369,65,Female,South,Basic,26,41.1,0,0,0.05672471533496271,0.6402550965194479,Loyal Heavy Users
CUST_0370,36,Female,East,Basic,36,3.0,0,1,0.7599331379559221,-0.9255807554275572,At-Risk Mid-Tenure
CUST_0371,21,Female,North,Premium,42,44.6,0,2,-1.3161941809081699,1.429152825495448,New Low-Engagement Users
CUST_0372,52,Female,West,Standard,37,49.6,0,0,-0.44101754778973495,1.5112992826462799,Loyal Heavy Users
CUST_0373,66,Male,South,Premium,53,15.4,1,1,2.027995861540773,0.433748296084075,At-Risk Mid-Tenure
CUST_0374,34,Female,West,Premium,22,11.3,1,3,-0.11931337384217358,-1.0766656347420398,Young High-Engagement
CUST_0375,61,Male,South,Basic,42,38.5,0,0,0.5325225343448545,1.1581873829316702,Loyal Heavy Users
CUST_0376,45,Other,North,Premium,12,13.4,0,3,-0.09512011325484092,-1.3675003996241486,Young High-Engagement
CUST_0377,47,Female,North,Standard,42,43.4,0,0,-0.22580800181186117,1.3942265527003945,Loyal Heavy Users
CUST_0378,46,Male,North,Standard,13,6.0,0,3,0.2759968940778192,-1.7034626411852976,Young High-Engagement
CUST_0379,63,Female,South,Standard,11,7.2,0,1,0.842634182618383,-1.7067952196953267,At-Risk Mid-Tenure
CUST_0380,23,Female,East,Premium,54,49.0,0,2,-1.0145046053206666,2.146947995209404,New Low-Engagement Users
CUST_0381,52,Male,South,Basic,16,34.0,1,0,-0.5107508381765347,-0.14472671973080756,Loyal Heavy Users
CUST_0382,58,Female,East,Standard,8,42.5,0,0,-0.8780979120476097,-0.03195328471747328,Loyal Heavy Users
CUST_0383,54,Female,South,Standard,40,16.9,0,1,1.05483412890483,-0.03380841412591611,At-Risk Mid-Tenure
CUST_0384,41,Male,South,Standard,59,34.1,0,2,0.47269346010519375,1.6089028418129434,New Low-Engagement Users
CUST_0385,46,Female,North,Standard,57,30.1,0,2,0.7676438321897942,1.3278563184785728,New Low-Engagement Users
CUST_0386,66,Male,West,Basic,40,30.6,0,0,0.984431595286892,0.6779781351855572,Loyal Heavy Users
CUST_0387,63,Female,West,Basic,45,34.4,1,0,0.8773438260848814,1.0736063318455877,Loyal Heavy Users
CUST_0388,48,Other,East,Basic,59,29.2,0,2,0.9504609814401469,1.3657682121058197,New Low-Engagement Users
CUST_0389,52,Female,West,Premium,2,22.0,0,3,-0.4928463901851963,-1.3304518390229143,Young High-Engagement
CUST_0390,50,Male,South,Basic,30,14.5,0,1,0.6589271086107024,-0.5696508795708912,At-Risk Mid-Tenure
CUST_0391,69,Female,South,Basic,30,38.7,0,0,0.44650650442911977,0.6854384646336734,Loyal Heavy Users
CUST_0392,38,Female,North,Premium,12,12.1,0,3,-0.3233635651241248,-1.440983434366462,Young High-Engagement
CUST_0393,49,Male,North,Basic,10,34.9,0,0,-0.8665185220807673,-0.34734274663118136,Loyal Heavy Users
CUST_0394,40,Female,West,Premium,44,12.4,0,1,0.8076843826772496,-0.11411198141565554,At-Risk Mid-Tenure
CUST_0395,50,Male,East,Standard,11,31.6,0,0,-0.6604093671366947,-0.4739287907338313,Loyal Heavy Users
CUST_0396,20,Female,West,Premium,15,37.6,0,3,-1.9714270897708546,-0.034243217213791526,Young High-Engagement
CUST_0397,35,Male,West,Basic,16,11.7,0,3,-0.2946364261632366,-1.3007607957230756,Young High-Engagement
CUST_0398,42,Male,West,Basic,17,3.9,0,3,0.3330614923646643,-1.6510681605733943,Young High-Engagement
CUST_0399,59,Male,West,Standard,26,7.4,0,1,1.172526186200902,-1.086796934663287,At-Risk Mid-Tenure
CUST_0400,48,Female,South,Premium,2,30.7,0,3,-1.003306726545541,-0.8902203100252548,Young High-Engagement
CUST_0401,20,Male,East,Standard,50,42.6,0,2,-1.0100427683553737,1.6533854501719703,New Low-Engagement Users
CUST_0402,57,Female,South,Basic,12,3.2,0,1,0.7963523950997197,-1.876223879400022,At-Risk Mid-Tenure
CUST_0403,63,Male,East,Standard,51,37.0,0,0,0.9720098561275086,1.451917225662021,Loyal Heavy Users
CUST_0404,41,Male,North,Standard,26,17.7,0,3,0.036546511947826314,-0.5790485411683777,Young High-Engagement
CUST_0405,67,Female,West,Standard,23,24.4,0,0,0.7093381535898933,-0.3333105007208698,Loyal Heavy Users
CUST_0406,49,Female,South,Standard,18,46.5,0,0,-1.0676297989573895,0.5724196823588086,Loyal Heavy Users
CUST_0407,64,Male,East,Premium,32,17.3,0,1,1.1737999008006479,-0.3306260889699731,At-Risk Mid-Tenure
CUST_0408,39,Female,North,Standard,49,23.8,0,2,0.4748892606691621,0.6716554652892187,New Low-Engagement Users
CUST_0409,40,Female,North,Basic,38,1.7,0,1,1.0390094756462225,-0.9060685336257084,At-Risk Mid-Tenure
CUST_0410,19,Female,West,Standard,57,5.0,0,2,0.6956422267509681,0.018697248491150033,New Low-Engagement Users
CUST_0411,44,Male,East,Basic,47,13.7,0,1,1.0153391204538564,0.07909801402878912,At-Risk Mid-Tenure
CUST_0412,59,Male,South,Standard,3,2.4,0,3,0.6097521766805911,-2.283354113631839,Young High-Engagement
CUST_0413,19,Female,West,Standard,38,31.9,0,2,-1.018103262022809,0.6148795166192556,New Low-Engagement Users
CUST_0414,43,Male,South,Basic,3,21.9,0,3,-0.8163281586277661,-1.303758685718038,Young High-Engagement
CUST_0415,34,Female,North,Basic,30,27.9,0,2,-0.5216537389975612,0.09843362041685072,New Low-Engagement Users
CUST_0416,57,Female,South,Basic,1,9.6,0,3,0.1733863761989939,-1.999541606286271,Young High-Engagement
CUST_0417,50,Female,South,Premium,30,15.5,0,1,0.6186812909549493,-0.5185835143371109,At-Risk Mid-Tenure
CUST_0418,26,Female,West,Premium,45,33.5,0,2,-0.5694108735114018,0.9901411291750752,New Low-Engagement Users
CUST_0419,60,Other,South,Basic,32,48.3,0,0,-0.2341421692829905,1.2484076847409844,Loyal Heavy Users
CUST_0420,65,Male,West,Premium,28,3.5,0,1,1.6364025111738068,-1.1980325882011527,At-Risk Mid-Tenure
CUST_0421,56,Female,North,Standard,21,44.6,0,0,-0.6109471526159033,0.6052550204573278,Loyal Heavy Users
CUST_0422,46,Male,West,Basic,58,29.3,1,2,0.8330580123056608,1.3279250503263162,New Low-Engagement Users
CUST_0423,59,Male,West,Basic,46,28.6,1,1,0.9836653717242202,0.8142836889882021,At-Risk Mid-Tenure
CUST_0424,43,Female,East,Standard,13,25.5,1,3,-0.6290378422758355,-0.7106899305287551,Young High-Engagement
CUST_0425,52,Female,South,Standard,27,4.4,0,1,1.0459181503376624,-1.2061718662682595,At-Risk Mid-Tenure
CUST_0426,67,Other,North,Standard,36,5.4,0,1,1.905836526935636,-0.7715963277107166,At-Risk Mid-Tenure
CUST_0427,42,Female,West,Basic,7,30.4,0,3,-1.0656279354254339,-0.7070092222258938,Young High-Engagement
CUST_0428,41,Male,North,Basic,22,17.7,0,3,-0.0963235920172304,-0.7427390373074475,Young High-Engagement
CUST_0429,30,Male,East,Standard,10,45.9,0,3,-2.0707506993816938,0.19513916539331694,Young High-Engagement
CUST_0430,24,Female,South,Basic,39,20.9,0,2,-0.3417795883741447,0.09912930875272603,New Low-Engagement Users
CUST_0431,53,Male,West,Basic,53,8.0,0,1,1.8047693132386433,0.04267251061136003,At-Risk Mid-Tenure
CUST_0432,62,Male,South,Basic,15,36.0,0,0,-0.22365569259107237,-0.07337824195744427,Loyal Heavy Users
CUST_0433,37,Male,East,Premium,15,15.4,0,3,-0.3966026161031408,-1.1507068941247423,Young High-Engagement
CUST_0434,18,Male,East,Premium,4,26.7,1,3,-1.9783013246046983,-1.0430536369125518,Young High-Engagement
CUST_0435,25,Male,North,Standard,32,35.2,0,2,-1.1097370321014397,0.5439479004864679,New Low-Engagement Users
CUST_0436,63,Male,West,Premium,23,45.1,0,0,-0.2840719946394887,0.7197294110821522,Loyal Heavy Users
CUST_0437,33,Male,North,Basic,55,39.8,1,2,-0.21022125000824154,1.728187230433964,New Low-Engagement Users
CUST_0438,31,Male,East,Standard,6,34.1,0,3,-1.6886397243200404,-0.5701326033703018,Young High-Engagement
CUST_0439,29,Other,South,Basic,24,34.3,0,3,-1.1789342813860821,0.17466082803415392,Young High-Engagement
CUST_0440,68,Male,North,Standard,20,47.4,0,0,-0.2758877997773968,0.7194846646858292,Loyal Heavy Users
CUST_0441,40,Male,North,Premium,58,15.5,0,1,1.1479677118221137,0.6171135872958072,At-Risk Mid-Tenure
CUST_0442,32,Female,South,Standard,37,1.1,1,1,0.7092959947378239,-0.9857406738732001,At-Risk Mid-Tenure
CUST_0443,45,Male,North,Basic,20,14.3,0,3,0.1343988587850947,-0.9941587786356069,Young High-Engagement
CUST_0444,51,Female,South,Standard,12,11.7,0,3,0.21378036089287902,-1.4482330977172329,Young High-Engagement
CUST_0445,19,Female,West,Basic,33,33.4,0,2,-1.2445596184627594,0.4868674442960885,New Low-Engagement Users
CUST_0446,49,Male,South,Premium,28,32.1,0,0,-0.15591476480190353,0.24627586334004833,Loyal Heavy Users
CUST_0447,40,Male,West,Standard,8,30.1,1,3,-1.1004975255150904,-0.6834340820293744,Young High-Engagement
CUST_0448,39,Female,South,Standard,1,1.8,0,3,-0.234143998484951,-2.416112523522783,Young High-Engagement
CUST_0449,68,Female,East,Standard,37,36.7,0,0,0.7194403909906519,0.8687484652754282,Loyal Heavy Users
CUST_0450,42,Male,East,Standard,22,16.9,0,3,-0.024046507203804628,-0.7825792923604147,Young High-Engagement
CUST_0451,39,Female,West,Basic,6,33.6,0,3,-1.347873369981578,-0.5875571889147356,Young High-Engagement
CUST_0452,39,Male,West,Standard,21,28.3,1,3,-0.6363076465371237,-0.24437486413225898,Young High-Engagement
CUST_0453,66,Other,East,Basic,32,17.8,0,1,1.2338378533504177,-0.303065132084969,At-Risk Mid-Tenure
CUST_0454,69,Male,West,Standard,35,7.6,0,1,1.8642390634793615,-0.6981434739630534,At-Risk Mid-Tenure
CUST_0455,59,Female,South,Premium,15,5.6,0,1,0.8795758720773513,-1.6288670564665333,At-Risk Mid-Tenure
CUST_0456,23,Female,South,Premium,5,41.7,0,3,-2.3483689100056147,-0.23105234870079597,Young High-Engagement
CUST_0457,32,Female,East,Standard,56,46.0,0,2,-0.46660822417146974,2.0847138817841118,New Low-Engagement Users
CUST_0458,60,Female,North,Standard,46,32.8,1,0,0.8547133682588809,1.029780260104136,Loyal Heavy Users
CUST_0459,54,Male,South,Basic,50,6.1,0,1,1.8216642194996047,-0.17610971830306743,At-Risk Mid-Tenure
CUST_0460,50,Male,West,Standard,48,20.7,1,1,1.0073185069877886,0.48357401750436,At-Risk Mid-Tenure
CUST_0461,25,Male,North,Basic,6,36.7,0,3,-2.033761434357938,-0.44343927656681537,Young High-Engagement
CUST_0462,61,Male,North,Standard,25,39.2,0,0,-0.06034747986566385,0.4982499300042699,Loyal Heavy Users
CUST_0463,61,Female,South,Basic,56,6.8,0,1,2.2733603179099258,0.11226864150758259,At-Risk Mid-Tenure
CUST_0464,22,Male,South,Basic,46,1.0,0,1,0.6114740035365442,-0.6326801654242417,At-Risk Mid-Tenure
CUST_0465,56,Male,North,Standard,59,35.9,1,2,1.0014574486571877,1.716028656244603,New Low-Engagement Users
CUST_0466,21,Other,North,Basic,56,18.5,0,2,0.19926702378468397,0.6692113293805292,New Low-Engagement Users
CUST_0467,23,Female,East,Standard,40,13.5,0,2,-0.050823442419130976,-0.2388602070765369,New Low-Engagement Users
CUST_0468,62,Female,West,Basic,29,1.6,0,1,1.625845798644532,-1.2571788695127386,At-Risk Mid-Tenure
CUST_0469,49,Other,East,Basic,7,27.5,0,3,-0.6683520494019871,-0.8480091214654571,Young High-Engagement
CUST_0470,69,Male,South,Standard,40,42.7,0,0,0.6176984937187493,1.2989341659164688,Loyal Heavy Users
CUST_0471,47,Male,East,Basic,13,47.9,0,0,-1.3702224350094114,0.43727359924414944,Loyal Heavy Users
CUST_0472,64,Female,East,Basic,38,28.7,0,0,0.9143027354726478,0.49707761890372565,Loyal Heavy Users
CUST_0473,52,Female,East,Standard,18,26.2,0,0,-0.13039840847913234,-0.46120692048475825,Loyal Heavy Users
CUST_0474,57,Male,East,Basic,2,5.2,0,3,0.38368549987557177,-2.1833153892801365,Young High-Engagement
CUST_0475,69,Female,West,Premium,8,27.9,0,0,0.1503757633034412,-0.7663868086560368,Loyal Heavy Users
CUST_0476,33,Male,West,Basic,11,19.6,0,3,-0.8588268769776535,-1.1039690048181632,Young High-Engagement
CUST_0477,30,Male,North,Basic,33,30.7,0,2,-0.6950111732151704,0.3601355666395095,New Low-Engagement Users
CUST_0478,67,Female,South,Standard,54,20.0,1,1,1.9161630570043964,0.7105944373282883,At-Risk Mid-Tenure
