CustomerID,CSAT_Score,NPS_Category,NPS_Score_Numeric,Open_Ended_Feedback,Survey_Date
CUST_0327,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-07-09
CUST_0328,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-10
CUST_0329,2,Promoter,10,I love the new commentator! Great addition to the team.,2024-03-09
CUST_0330,3,Promoter,10,Subscription price is too high for what's offered.,2024-07-06
CUST_0331,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-12
CUST_0332,4,Passive,5,"No feedback, everything seems to be working fine.",2024-06-22
CUST_0333,1,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-04
CUST_0334,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-13
CUST_0335,3,Promoter,10,Subscription price is too high for what's offered.,2024-06-02
CUST_0336,2,Passive,5,Subscription price is too high for what's offered.,2024-04-21
CUST_0337,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-18
CUST_0338,5,Passive,5,Subscription price is too high for what's offered.,2024-04-12
CUST_0339,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-09
CUST_0340,3,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-11
CUST_0341,3,Promoter,10,Wish there were more pre-game analysis segments.,2024-04-10
CUST_0342,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-03
CUST_0343,2,Detractor,0,Subscription price is too high for what's offered.,2024-11-17
CUST_0344,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-10-13
CUST_0345,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-31
CUST_0346,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-09-18
CUST_0347,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-01-25
CUST_0348,4,Detractor,0,Wish there were more pre-game analysis segments.,2024-09-25
CUST_0349,5,Detractor,0,I love the new commentator! Great addition to the team.,2024-10-07
CUST_0350,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-04-22
CUST_0351,1,Detractor,0,The streaming quality was terrible during the last game.,2024-01-27
CUST_0352,2,Detractor,0,Wish there were more pre-game analysis segments.,2024-04-14
CUST_0353,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-15
CUST_0354,2,Passive,5,"The app keeps crashing, please fix it.",2024-04-20
CUST_0355,2,Detractor,0,Subscription price is too high for what's offered.,2024-11-11
CUST_0356,5,Passive,5,"No feedback, everything seems to be working fine.",2024-07-02
CUST_0357,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-04
CUST_0358,2,Promoter,10,I love the new commentator! Great addition to the team.,2024-01-08
CUST_0359,3,Passive,5,Subscription price is too high for what's offered.,2024-11-07
CUST_0360,5,Detractor,0,"The app keeps crashing, please fix it.",2024-06-08
CUST_0361,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-07
CUST_0362,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-07-10
CUST_0363,3,Passive,5,Wish there were more pre-game analysis segments.,2024-07-02
CUST_0364,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-09-08
CUST_0365,1,Detractor,0,Subscription price is too high for what's offered.,2024-02-13
CUST_0366,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-02
CUST_0367,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-15
CUST_0368,5,Passive,5,Subscription price is too high for what's offered.,2024-01-15
CUST_0369,2,Passive,5,Wish there were more pre-game analysis segments.,2024-07-16
CUST_0370,2,Passive,5,I love the new commentator! Great addition to the team.,2024-06-13
CUST_0371,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-08-18
CUST_0372,2,Detractor,0,I love the new commentator! Great addition to the team.,2024-01-13
CUST_0373,4,Passive,5,The streaming quality was terrible during the last game.,2024-06-23
CUST_0374,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-04
CUST_0375,2,Promoter,10,Wish there were more pre-game analysis segments.,2024-09-21
CUST_0376,5,Passive,5,"No feedback, everything seems to be working fine.",2024-02-23
CUST_0377,3,Detractor,0,The streaming quality was terrible during the last game.,2024-01-07
CUST_0378,1,Promoter,10,"The app keeps crashing, please fix it.",2024-11-08
CUST_0379,5,Detractor,0,Wish there were more pre-game analysis segments.,2024-10-11
CUST_0380,4,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-08-19
CUST_0381,5,Detractor,0,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-08-31
CUST_0382,1,Promoter,10,"No feedback, everything seems to be working fine.",2024-02-21
CUST_0383,1,Promoter,10,"The app keeps crashing, please fix it.",2024-01-26
CUST_0384,3,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-10-10
CUST_0385,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-22
CUST_0386,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-01-08
CUST_0387,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-03-16
CUST_0388,5,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-11-07
CUST_0389,2,Detractor,0,The streaming quality was terrible during the last game.,2024-09-14
CUST_0390,3,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-27
CUST_0391,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-05
CUST_0392,1,Passive,5,Wish there were more pre-game analysis segments.,2024-12-12
CUST_0393,3,Passive,5,"No feedback, everything seems to be working fine.",2024-05-21
CUST_0394,4,Passive,5,The streaming quality was terrible during the last game.,2024-08-12
CUST_0395,1,Detractor,0,I love the new commentator! Great addition to the team.,2024-07-06
CUST_0396,3,Detractor,0,"No feedback, everything seems to be working fine.",2024-08-08
CUST_0397,3,Detractor,0,The streaming quality was terrible during the last game.,2024-04-28
CUST_0398,1,Passive,5,"No feedback, everything seems to be working fine.",2024-09-15
CUST_0399,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-22
CUST_0400,1,Passive,5,"The app keeps crashing, please fix it.",2024-08-03
CUST_0401,1,Passive,5,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-04-27
CUST_0402,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-07
CUST_0403,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-09
CUST_0404,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-19
CUST_0405,2,Passive,5,I love the new commentator! Great addition to the team.,2024-11-20
CUST_0406,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-07
CUST_0407,2,Passive,5,Subscription price is too high for what's offered.,2024-11-04
CUST_0408,5,Promoter,10,I love the new commentator! Great addition to the team.,2024-03-05
CUST_0409,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-08
CUST_0410,5,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-05-09
CUST_0411,3,Promoter,10,Subscription price is too high for what's offered.,2024-11-13
CUST_0412,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-26
CUST_0413,5,Promoter,10,I love the new commentator! Great addition to the team.,2024-02-14
CUST_0414,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-14
CUST_0415,5,Promoter,10,Subscription price is too high for what's offered.,2024-12-06
CUST_0416,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-15
CUST_0417,3,Detractor,0,"No feedback, everything seems to be working fine.",2024-03-20
CUST_0418,3,Detractor,0,"No feedback, everything seems to be working fine.",2024-04-27
CUST_0419,4,Detractor,0,I love the new commentator! Great addition to the team.,2024-04-11
CUST_0420,4,Promoter,10,The streaming quality was terrible during the last game.,2024-02-02
CUST_0421,1,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-09-14
CUST_0422,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-08
CUST_0423,2,Passive,5,Subscription price is too high for what's offered.,2024-08-18
CUST_0424,5,Promoter,10,The streaming quality was terrible during the last game.,2024-05-29
CUST_0425,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-03
CUST_0426,4,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-02
CUST_0427,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-10
CUST_0428,5,Passive,5,Subscription price is too high for what's offered.,2024-10-01
CUST_0429,5,Passive,5,"The app keeps crashing, please fix it.",2024-03-03
CUST_0430,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-16
CUST_0431,3,Passive,5,Wish there were more pre-game analysis segments.,2024-01-03
CUST_0432,1,Detractor,0,Subscription price is too high for what's offered.,2024-05-31
CUST_0433,4,Passive,5,"No feedback, everything seems to be working fine.",2024-03-23
CUST_0434,2,Passive,5,"No feedback, everything seems to be working fine.",2024-12-19
CUST_0435,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-13
CUST_0436,4,Promoter,10,"The app keeps crashing, please fix it.",2024-08-17
CUST_0437,1,Promoter,10,The streaming quality was terrible during the last game.,2024-02-09
CUST_0438,4,Passive,5,"No feedback, everything seems to be working fine.",2024-10-21
CUST_0439,2,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-03-23
CUST_0440,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-02
CUST_0441,1,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-01-11
CUST_0442,2,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-02-06
CUST_0443,2,Detractor,0,Wish there were more pre-game analysis segments.,2024-06-13
CUST_0444,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-18
CUST_0445,3,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-05-18
CUST_0446,1,Detractor,0,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-06-17
CUST_0447,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-03
CUST_0448,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-27
CUST_0449,2,Promoter,10,The streaming quality was terrible during the last game.,2024-12-28
CUST_0450,1,Passive,5,The streaming quality was terrible during the last game.,2024-01-21
CUST_0451,5,Detractor,0,The streaming quality was terrible during the last game.,2024-03-05
CUST_0452,3,Promoter,10,"The app keeps crashing, please fix it.",2024-03-12
CUST_0453,4,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-04-04
CUST_0454,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-27
CUST_0455,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-15
CUST_0456,4,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-05-27
CUST_0457,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-03-30
CUST_0458,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-06
CUST_0459,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-12
CUST_0460,4,Detractor,0,I love the new commentator! Great addition to the team.,2024-08-24
CUST_0461,2,Passive,5,The streaming quality was terrible during the last game.,2024-09-28
CUST_0462,5,Passive,5,Wish there were more pre-game analysis segments.,2024-04-15
CUST_0463,1,Promoter,10,Subscription price is too high for what's offered.,2024-05-19
CUST_0464,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-04
CUST_0465,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-07
CUST_0466,1,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-06-26
CUST_0467,4,Promoter,10,"The app keeps crashing, please fix it.",2024-12-29
CUST_0468,2,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-25
CUST_0469,3,Promoter,10,The streaming quality was terrible during the last game.,2024-01-23
CUST_0470,4,Promoter,10,"The app keeps crashing, please fix it.",2024-11-01
CUST_0471,4,Passive,5,"No feedback, everything seems to be working fine.",2024-07-21
CUST_0472,5,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-19
CUST_0473,3,Detractor,0,Wish there were more pre-game analysis segments.,2024-10-06
CUST_0474,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-09-17
CUST_0475,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-11-18
CUST_0476,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-15
CUST_0477,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-19
CUST_0478,1,Promoter,10,"The app keeps crashing, please fix it.",2024-05-16
CUST_0479,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-02
CUST_0480,1,Detractor,0,The streaming quality was terrible during the last game.,2024-05-28
CUST_0481,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-15
CUST_0482,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-08
CUST_0483,5,Passive,5,Wish there were more pre-game analysis segments.,2024-11-17
CUST_0484,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-03-14
CUST_0485,1,Passive,5,"The app keeps crashing, please fix it.",2024-07-13
CUST_0486,4,Promoter,10,The streaming quality was terrible during the last game.,2024-10-15
CUST_0487,4,Promoter,10,"The app keeps crashing, please fix it.",2024-06-25
CUST_0488,4,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-10-03
CUST_0489,4,Detractor,0,"No feedback, everything seems to be working fine.",2024-10-02
CUST_0490,4,Passive,5,"No feedback, everything seems to be working fine.",2024-09-18
CUST_0491,2,Passive,5,"No feedback, everything seems to be working fine.",2024-10-12
CUST_0492,3,Detractor,0,The streaming quality was terrible during the last game.,2024-10-31
CUST_0493,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-17
CUST_0494,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-11-11
CUST_0495,5,Promoter,10,"No feedback, everything seems to be working fine.",2024-07-12
CUST_0496,5,Promoter,10,"No feedback, everything seems to be working fine.",2024-09-30
CUST_0497,1,Passive,5,Subscription price is too high for what's offered.,2024-04-19
CUST_0498,2,Detractor,0,Subscription price is too high for what's offered.,2024-12-30
CUST_0499,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-10-23
CUST_0500,1,Passive,5,The streaming quality was terrible during the last game.,2024-02-11
CUST_0501,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-04
CUST_0502,4,Detractor,0,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-06
CUST_0503,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-26
CUST_0504,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-07-29
CUST_0505,3,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-09-03
CUST_0506,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-01
CUST_0507,1,Passive,5,Wish there were more pre-game analysis segments.,2024-10-01
CUST_0508,4,Promoter,10,"The app keeps crashing, please fix it.",2024-02-01
CUST_0509,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-22
CUST_0510,3,Promoter,10,"The app keeps crashing, please fix it.",2024-04-25
CUST_0511,1,Promoter,10,The streaming quality was terrible during the last game.,2024-08-09
CUST_0512,1,Promoter,10,Wish there were more pre-game analysis segments.,2024-07-22
CUST_0513,2,Detractor,0,Wish there were more pre-game analysis segments.,2024-11-01
CUST_0514,2,Detractor,0,"The app keeps crashing, please fix it.",2024-09-23
CUST_0515,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-11
CUST_0516,4,Detractor,0,The streaming quality was terrible during the last game.,2024-11-15
CUST_0517,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-11
CUST_0518,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-03
CUST_0519,3,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-12-21
CUST_0520,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-04-24
CUST_0521,4,Passive,5,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-07-09
CUST_0522,3,Passive,5,I love the new commentator! Great addition to the team.,2024-12-08
CUST_0523,4,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-30
CUST_0524,4,Passive,5,"The app keeps crashing, please fix it.",2024-05-18
CUST_0525,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-10-12
CUST_0526,3,Detractor,0,"No feedback, everything seems to be working fine.",2024-03-31
CUST_0527,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-18
CUST_0528,3,Detractor,0,Subscription price is too high for what's offered.,2024-05-02
CUST_0529,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-31
CUST_0530,1,Passive,5,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-06-19
CUST_0531,4,Promoter,10,Wish there were more pre-game analysis segments.,2024-09-26
CUST_0532,4,Passive,5,Wish there were more pre-game analysis segments.,2024-07-16
CUST_0533,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-02-22
CUST_0534,1,Passive,5,The streaming quality was terrible during the last game.,2024-10-23
CUST_0535,5,Passive,5,"No feedback, everything seems to be working fine.",2024-07-27
CUST_0536,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-04
CUST_0537,1,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-01-19
CUST_0538,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-08
CUST_0539,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-05
CUST_0540,2,Promoter,10,Wish there were more pre-game analysis segments.,2024-08-05
CUST_0541,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-24
CUST_0542,5,Promoter,10,The streaming quality was terrible during the last game.,2024-07-03
CUST_0543,1,Passive,5,Subscription price is too high for what's offered.,2024-07-23
CUST_0544,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-24
CUST_0545,3,Passive,5,"The app keeps crashing, please fix it.",2024-07-26
CUST_0546,2,Detractor,0,I love the new commentator! Great addition to the team.,2024-10-19
CUST_0547,3,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-02-28
CUST_0548,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-18
CUST_0549,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-28
CUST_0550,1,Detractor,0,I love the new commentator! Great addition to the team.,2024-04-20
CUST_0551,3,Passive,5,Subscription price is too high for what's offered.,2024-04-04
CUST_0552,1,Passive,5,"No feedback, everything seems to be working fine.",2024-07-30
CUST_0553,1,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-02-14
CUST_0554,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-05-10
CUST_0555,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-09
CUST_0556,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-19
CUST_0557,4,Promoter,10,The streaming quality was terrible during the last game.,2024-09-12
CUST_0558,2,Passive,5,The streaming quality was terrible during the last game.,2024-07-27
CUST_0559,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-30
CUST_0560,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-13
CUST_0561,2,Promoter,10,Subscription price is too high for what's offered.,2024-04-07
CUST_0562,3,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-05-10
CUST_0563,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-08-31
CUST_0564,4,Passive,5,I love the new commentator! Great addition to the team.,2024-07-31
CUST_0565,3,Promoter,10,"The app keeps crashing, please fix it.",2024-01-06
CUST_0566,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-15
CUST_0567,4,Promoter,10,Subscription price is too high for what's offered.,2024-03-27
CUST_0568,2,Passive,5,The streaming quality was terrible during the last game.,2024-04-08
CUST_0569,4,Detractor,0,The streaming quality was terrible during the last game.,2024-10-11
CUST_0570,2,Detractor,0,Subscription price is too high for what's offered.,2024-03-05
CUST_0571,4,Passive,5,"The app keeps crashing, please fix it.",2024-12-10
CUST_0572,5,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-05-07
CUST_0573,2,Detractor,0,"The app keeps crashing, please fix it.",2024-05-13
CUST_0574,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-08
CUST_0575,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-15
CUST_0576,3,Detractor,0,The streaming quality was terrible during the last game.,2024-11-05
CUST_0577,3,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-28
CUST_0578,5,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-04-19
CUST_0579,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-06-05
CUST_0580,3,Promoter,10,Subscription price is too high for what's offered.,2024-09-12
CUST_0581,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-02-05
CUST_0582,3,Promoter,10,Wish there were more pre-game analysis segments.,2024-08-09
CUST_0583,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-02-03
CUST_0584,4,Detractor,0,"No feedback, everything seems to be working fine.",2024-02-16
CUST_0585,5,Passive,5,Subscription price is too high for what's offered.,2024-06-09
CUST_0586,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-04
CUST_0587,3,Promoter,10,"No feedback, everything seems to be working fine.",2024-02-21
CUST_0588,4,Passive,5,I love the new commentator! Great addition to the team.,2024-04-30
CUST_0589,1,Promoter,10,"No feedback, everything seems to be working fine.",2024-04-06
CUST_0590,2,Detractor,0,Subscription price is too high for what's offered.,2024-12-09
CUST_0591,5,Promoter,10,"The app keeps crashing, please fix it.",2024-06-18
CUST_0592,5,Passive,5,"No feedback, everything seems to be working fine.",2024-05-01
CUST_0593,3,Promoter,10,Subscription price is too high for what's offered.,2024-01-03
CUST_0594,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-09-14
CUST_0595,2,Detractor,0,"No feedback, everything seems to be working fine.",2024-06-03
CUST_0596,5,Promoter,10,The streaming quality was terrible during the last game.,2024-09-11
CUST_0597,2,Detractor,0,Wish there were more pre-game analysis segments.,2024-08-25
CUST_0598,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-18
CUST_0599,3,Detractor,0,The streaming quality was terrible during the last game.,2024-07-10
CUST_0600,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-20
CUST_0601,1,Promoter,10,"No feedback, everything seems to be working fine.",2024-11-28
CUST_0602,4,Detractor,0,Wish there were more pre-game analysis segments.,2024-04-30
CUST_0603,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-13
CUST_0604,5,Promoter,10,"The app keeps crashing, please fix it.",2024-06-09
CUST_0605,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-06-24
CUST_0606,3,Promoter,10,Wish there were more pre-game analysis segments.,2024-10-23
CUST_0607,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-02-29
CUST_0608,5,Promoter,10,The streaming quality was terrible during the last game.,2024-05-05
CUST_0609,2,Detractor,0,"No feedback, everything seems to be working fine.",2024-01-05
CUST_0610,3,Passive,5,"No feedback, everything seems to be working fine.",2024-05-21
CUST_0611,3,Detractor,0,Subscription price is too high for what's offered.,2024-02-29
CUST_0612,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-26
CUST_0613,4,Detractor,0,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-05-03
CUST_0614,4,Passive,5,The streaming quality was terrible during the last game.,2024-06-04
CUST_0615,2,Detractor,0,Subscription price is too high for what's offered.,2024-11-04
CUST_0616,3,Detractor,0,The streaming quality was terrible during the last game.,2024-08-16
CUST_0617,3,Detractor,0,"The app keeps crashing, please fix it.",2024-08-31
CUST_0618,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-01-15
CUST_0619,3,Promoter,10,The streaming quality was terrible during the last game.,2024-02-01
CUST_0620,5,Promoter,10,"The app keeps crashing, please fix it.",2024-11-12
CUST_0621,3,Promoter,10,"No feedback, everything seems to be working fine.",2024-12-13
CUST_0622,5,Passive,5,The streaming quality was terrible during the last game.,2024-07-10
CUST_0623,5,Promoter,10,I love the new commentator! Great addition to the team.,2024-07-18
CUST_0624,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-08-02
CUST_0625,3,Detractor,0,"No feedback, everything seems to be working fine.",2024-03-13
CUST_0626,3,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-04-14
CUST_0627,1,Detractor,0,The streaming quality was terrible during the last game.,2024-05-31
CUST_0628,2,Passive,5,"No feedback, everything seems to be working fine.",2024-03-31
CUST_0629,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-30
CUST_0630,3,Promoter,10,"No feedback, everything seems to be working fine.",2024-04-24
CUST_0631,1,Promoter,10,Subscription price is too high for what's offered.,2024-08-21
CUST_0632,4,Passive,5,Wish there were more pre-game analysis segments.,2024-05-01
CUST_0633,3,Detractor,0,Wish there were more pre-game analysis segments.,2024-04-26
CUST_0634,2,Passive,5,Wish there were more pre-game analysis segments.,2024-08-23
CUST_0635,4,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-24
CUST_0636,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-08-26
CUST_0637,4,Detractor,0,"The app keeps crashing, please fix it.",2024-10-07
CUST_0638,1,Promoter,10,"No feedback, everything seems to be working fine.",2024-03-29
CUST_0639,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-08
CUST_0640,2,Passive,5,"No feedback, everything seems to be working fine.",2024-02-24
CUST_0641,4,Passive,5,Subscription price is too high for what's offered.,2024-08-14
CUST_0642,3,Passive,5,"No feedback, everything seems to be working fine.",2024-10-03
CUST_0643,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-09-27
CUST_0644,3,Passive,5,"The app keeps crashing, please fix it.",2024-03-01
CUST_0645,5,Detractor,0,The streaming quality was terrible during the last game.,2024-02-09
CUST_0646,5,Promoter,10,"No feedback, everything seems to be working fine.",2024-02-04
CUST_0647,1,Promoter,10,Wish there were more pre-game analysis segments.,2024-03-22
CUST_0648,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-14
