CustomerID,CSAT_Score,NPS_Category,NPS_Score_Numeric,Open_Ended_Feedback,Survey_Date,survey_month,feedback_clean,sentiment_compound,sentiment_label
CUST_0189,5,Promoter,10,The streaming quality was terrible during the last game.,2024-09-30,2024-09,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0190,4,Promoter,10,The streaming quality was terrible during the last game.,2024-01-05,2024-01,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0191,2,Detractor,0,I love the new commentator! Great addition to the team.,2024-09-05,2024-09,i love the new commentator great addition to the team,0.8519,positive
CUST_0192,3,Detractor,0,Wish there were more pre-game analysis segments.,2024-09-17,2024-09,wish there were more pre game analysis segments,0.4019,positive
CUST_0193,2,Passive,5,"The app keeps crashing, please fix it.",2024-12-10,2024-12,the app keeps crashing please fix it,0.3182,positive
CUST_0194,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-01-21,2024-01,no feedback everything seems to be working fine,-0.1027,negative
CUST_0195,1,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-08-15,2024-08,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0196,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-02-05,2024-02,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0197,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-02,2024-06,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0198,2,Detractor,0,"No feedback, everything seems to be working fine.",2024-03-20,2024-03,no feedback everything seems to be working fine,-0.1027,negative
CUST_0199,2,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-05-20,2024-05,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0200,1,Passive,5,I love the new commentator! Great addition to the team.,2024-05-07,2024-05,i love the new commentator great addition to the team,0.8519,positive
CUST_0201,3,Promoter,10,"The app keeps crashing, please fix it.",2024-04-16,2024-04,the app keeps crashing please fix it,0.3182,positive
CUST_0202,5,Promoter,10,Subscription price is too high for what's offered.,2024-10-19,2024-10,subscription price is too high for what s offered,0.0,neutral
CUST_0203,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-14,2024-03,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0204,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-02,2024-01,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0205,5,Passive,5,"No feedback, everything seems to be working fine.",2024-01-10,2024-01,no feedback everything seems to be working fine,-0.1027,negative
CUST_0206,5,Detractor,0,Subscription price is too high for what's offered.,2024-07-08,2024-07,subscription price is too high for what s offered,0.0,neutral
CUST_0207,5,Passive,5,I love the new commentator! Great addition to the team.,2024-12-30,2024-12,i love the new commentator great addition to the team,0.8519,positive
CUST_0208,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-11-01,2024-11,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0209,5,Detractor,0,The streaming quality was terrible during the last game.,2024-04-08,2024-04,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0210,1,Promoter,10,Wish there were more pre-game analysis segments.,2024-03-15,2024-03,wish there were more pre game analysis segments,0.4019,positive
CUST_0211,3,Passive,5,"No feedback, everything seems to be working fine.",2024-04-30,2024-04,no feedback everything seems to be working fine,-0.1027,negative
CUST_0212,4,Detractor,0,"No feedback, everything seems to be working fine.",2024-02-22,2024-02,no feedback everything seems to be working fine,-0.1027,negative
CUST_0213,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-01-26,2024-01,no feedback everything seems to be working fine,-0.1027,negative
CUST_0214,4,Detractor,0,"The app keeps crashing, please fix it.",2024-05-23,2024-05,the app keeps crashing please fix it,0.3182,positive
CUST_0215,1,Passive,5,The streaming quality was terrible during the last game.,2024-07-08,2024-07,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0216,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-10,2024-01,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0217,4,Detractor,0,"No feedback, everything seems to be working fine.",2024-03-26,2024-03,no feedback everything seems to be working fine,-0.1027,negative
CUST_0218,3,Promoter,10,Subscription price is too high for what's offered.,2024-03-17,2024-03,subscription price is too high for what s offered,0.0,neutral
CUST_0219,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-21,2024-12,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0220,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-07,2024-11,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0221,2,Passive,5,"The app keeps crashing, please fix it.",2024-03-16,2024-03,the app keeps crashing please fix it,0.3182,positive
CUST_0222,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-22,2024-09,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0223,3,Passive,5,Wish there were more pre-game analysis segments.,2024-09-07,2024-09,wish there were more pre game analysis segments,0.4019,positive
CUST_0224,4,Detractor,0,Subscription price is too high for what's offered.,2024-10-22,2024-10,subscription price is too high for what s offered,0.0,neutral
CUST_0225,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-04,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0226,2,Passive,5,"No feedback, everything seems to be working fine.",2024-04-10,2024-04,no feedback everything seems to be working fine,-0.1027,negative
CUST_0227,2,Promoter,10,The streaming quality was terrible during the last game.,2024-09-14,2024-09,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0228,3,Passive,5,"No feedback, everything seems to be working fine.",2024-11-30,2024-11,no feedback everything seems to be working fine,-0.1027,negative
CUST_0229,1,Passive,5,I love the new commentator! Great addition to the team.,2024-08-18,2024-08,i love the new commentator great addition to the team,0.8519,positive
CUST_0230,2,Promoter,10,The streaming quality was terrible during the last game.,2024-12-09,2024-12,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0231,5,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-01-03,2024-01,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0232,2,Passive,5,I love the new commentator! Great addition to the team.,2024-05-31,2024-05,i love the new commentator great addition to the team,0.8519,positive
CUST_0233,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-18,2024-06,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0234,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-05-20,2024-05,i love the new commentator great addition to the team,0.8519,positive
CUST_0235,4,Passive,5,Wish there were more pre-game analysis segments.,2024-01-31,2024-01,wish there were more pre game analysis segments,0.4019,positive
CUST_0236,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-04-26,2024-04,no feedback everything seems to be working fine,-0.1027,negative
CUST_0237,1,Promoter,10,Wish there were more pre-game analysis segments.,2024-04-19,2024-04,wish there were more pre game analysis segments,0.4019,positive
CUST_0238,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-06-05,2024-06,wish there were more pre game analysis segments,0.4019,positive
CUST_0239,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-02-13,2024-02,i love the new commentator great addition to the team,0.8519,positive
CUST_0240,4,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-06,2024-10,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0241,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-20,2024-03,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0242,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-10-23,2024-10,no feedback everything seems to be working fine,-0.1027,negative
CUST_0243,5,Promoter,10,"The app keeps crashing, please fix it.",2024-06-22,2024-06,the app keeps crashing please fix it,0.3182,positive
CUST_0244,2,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-03-26,2024-03,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0245,5,Promoter,10,"The app keeps crashing, please fix it.",2024-06-10,2024-06,the app keeps crashing please fix it,0.3182,positive
CUST_0246,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-06,2024-10,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0247,2,Passive,5,The streaming quality was terrible during the last game.,2024-11-08,2024-11,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0248,4,Passive,5,"No feedback, everything seems to be working fine.",2024-12-29,2024-12,no feedback everything seems to be working fine,-0.1027,negative
CUST_0249,2,Detractor,0,"The app keeps crashing, please fix it.",2024-12-27,2024-12,the app keeps crashing please fix it,0.3182,positive
CUST_0250,3,Passive,5,Wish there were more pre-game analysis segments.,2024-10-12,2024-10,wish there were more pre game analysis segments,0.4019,positive
CUST_0251,4,Detractor,0,Subscription price is too high for what's offered.,2024-11-19,2024-11,subscription price is too high for what s offered,0.0,neutral
CUST_0252,1,Passive,5,Subscription price is too high for what's offered.,2024-09-23,2024-09,subscription price is too high for what s offered,0.0,neutral
CUST_0253,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-04-12,2024-04,i love the new commentator great addition to the team,0.8519,positive
CUST_0254,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-07,2024-10,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0255,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-29,2024-11,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0256,3,Promoter,10,"No feedback, everything seems to be working fine.",2024-05-18,2024-05,no feedback everything seems to be working fine,-0.1027,negative
CUST_0257,3,Promoter,10,Wish there were more pre-game analysis segments.,2024-11-11,2024-11,wish there were more pre game analysis segments,0.4019,positive
CUST_0258,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-13,2024-09,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0259,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-07-29,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0260,5,Promoter,10,The streaming quality was terrible during the last game.,2024-06-02,2024-06,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0261,4,Detractor,0,"No feedback, everything seems to be working fine.",2024-02-20,2024-02,no feedback everything seems to be working fine,-0.1027,negative
CUST_0262,5,Promoter,10,The streaming quality was terrible during the last game.,2024-07-31,2024-07,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0263,3,Detractor,0,I love the new commentator! Great addition to the team.,2024-01-11,2024-01,i love the new commentator great addition to the team,0.8519,positive
CUST_0264,1,Promoter,10,"No feedback, everything seems to be working fine.",2024-03-13,2024-03,no feedback everything seems to be working fine,-0.1027,negative
CUST_0265,5,Detractor,0,"The app keeps crashing, please fix it.",2024-10-03,2024-10,the app keeps crashing please fix it,0.3182,positive
CUST_0266,1,Passive,5,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-04-16,2024-04,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0267,2,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-10-03,2024-10,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0268,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-03-26,2024-03,no feedback everything seems to be working fine,-0.1027,negative
CUST_0269,1,Passive,5,Wish there were more pre-game analysis segments.,2024-09-14,2024-09,wish there were more pre game analysis segments,0.4019,positive
CUST_0270,2,Detractor,0,"No feedback, everything seems to be working fine.",2024-01-27,2024-01,no feedback everything seems to be working fine,-0.1027,negative
CUST_0271,5,Promoter,10,Subscription price is too high for what's offered.,2024-06-30,2024-06,subscription price is too high for what s offered,0.0,neutral
CUST_0272,4,Passive,5,I love the new commentator! Great addition to the team.,2024-10-08,2024-10,i love the new commentator great addition to the team,0.8519,positive
CUST_0273,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-31,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0274,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-19,2024-07,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0275,3,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-02-24,2024-02,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0276,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-03,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0277,1,Promoter,10,The streaming quality was terrible during the last game.,2024-05-31,2024-05,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0278,4,Promoter,10,Subscription price is too high for what's offered.,2024-06-06,2024-06,subscription price is too high for what s offered,0.0,neutral
CUST_0279,3,Detractor,0,Wish there were more pre-game analysis segments.,2024-03-11,2024-03,wish there were more pre game analysis segments,0.4019,positive
CUST_0280,2,Detractor,0,Subscription price is too high for what's offered.,2024-12-28,2024-12,subscription price is too high for what s offered,0.0,neutral
CUST_0281,5,Promoter,10,I love the new commentator! Great addition to the team.,2024-11-12,2024-11,i love the new commentator great addition to the team,0.8519,positive
CUST_0282,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-10-19,2024-10,no feedback everything seems to be working fine,-0.1027,negative
CUST_0283,2,Promoter,10,Wish there were more pre-game analysis segments.,2024-07-18,2024-07,wish there were more pre game analysis segments,0.4019,positive
CUST_0284,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-31,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0285,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-14,2024-03,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0286,4,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-24,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0287,5,Detractor,0,"The app keeps crashing, please fix it.",2024-02-09,2024-02,the app keeps crashing please fix it,0.3182,positive
CUST_0288,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-11-17,2024-11,no feedback everything seems to be working fine,-0.1027,negative
CUST_0289,3,Passive,5,The streaming quality was terrible during the last game.,2024-07-19,2024-07,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0290,3,Detractor,0,"The app keeps crashing, please fix it.",2024-05-06,2024-05,the app keeps crashing please fix it,0.3182,positive
CUST_0291,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-28,2024-01,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0292,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-01,2024-07,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0293,3,Passive,5,The streaming quality was terrible during the last game.,2024-06-29,2024-06,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0294,5,Passive,5,I love the new commentator! Great addition to the team.,2024-03-08,2024-03,i love the new commentator great addition to the team,0.8519,positive
CUST_0295,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-11-02,2024-11,no feedback everything seems to be working fine,-0.1027,negative
CUST_0296,1,Promoter,10,"No feedback, everything seems to be working fine.",2024-01-18,2024-01,no feedback everything seems to be working fine,-0.1027,negative
CUST_0297,2,Passive,5,Subscription price is too high for what's offered.,2024-09-18,2024-09,subscription price is too high for what s offered,0.0,neutral
CUST_0298,2,Detractor,0,I love the new commentator! Great addition to the team.,2024-03-09,2024-03,i love the new commentator great addition to the team,0.8519,positive
CUST_0299,5,Passive,5,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-11-23,2024-11,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0300,5,Passive,5,"The app keeps crashing, please fix it.",2024-12-11,2024-12,the app keeps crashing please fix it,0.3182,positive
CUST_0301,4,Passive,5,"No feedback, everything seems to be working fine.",2024-04-08,2024-04,no feedback everything seems to be working fine,-0.1027,negative
CUST_0302,4,Detractor,0,The streaming quality was terrible during the last game.,2024-09-01,2024-09,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0303,4,Passive,5,I love the new commentator! Great addition to the team.,2024-11-23,2024-11,i love the new commentator great addition to the team,0.8519,positive
CUST_0304,4,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-03-03,2024-03,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0305,3,Detractor,0,I love the new commentator! Great addition to the team.,2024-02-29,2024-02,i love the new commentator great addition to the team,0.8519,positive
CUST_0306,5,Promoter,10,I love the new commentator! Great addition to the team.,2024-12-08,2024-12,i love the new commentator great addition to the team,0.8519,positive
CUST_0307,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-28,2024-09,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0308,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-07-07,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0309,3,Promoter,10,"The app keeps crashing, please fix it.",2024-08-10,2024-08,the app keeps crashing please fix it,0.3182,positive
CUST_0310,1,Passive,5,"No feedback, everything seems to be working fine.",2024-07-07,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0311,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-27,2024-06,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0312,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-14,2024-04,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0313,5,Passive,5,"No feedback, everything seems to be working fine.",2024-05-08,2024-05,no feedback everything seems to be working fine,-0.1027,negative
CUST_0314,1,Promoter,10,Wish there were more pre-game analysis segments.,2024-02-02,2024-02,wish there were more pre game analysis segments,0.4019,positive
CUST_0315,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-07-30,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0316,4,Promoter,10,The streaming quality was terrible during the last game.,2024-03-18,2024-03,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0317,3,Detractor,0,I love the new commentator! Great addition to the team.,2024-10-18,2024-10,i love the new commentator great addition to the team,0.8519,positive
CUST_0318,2,Promoter,10,I love the new commentator! Great addition to the team.,2024-11-03,2024-11,i love the new commentator great addition to the team,0.8519,positive
CUST_0319,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-23,2024-07,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0320,3,Promoter,10,The streaming quality was terrible during the last game.,2024-07-21,2024-07,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0321,4,Promoter,10,I love the new commentator! Great addition to the team.,2024-09-24,2024-09,i love the new commentator great addition to the team,0.8519,positive
CUST_0322,1,Promoter,10,Subscription price is too high for what's offered.,2024-07-08,2024-07,subscription price is too high for what s offered,0.0,neutral
CUST_0323,2,Passive,5,Subscription price is too high for what's offered.,2024-05-10,2024-05,subscription price is too high for what s offered,0.0,neutral
CUST_0324,3,Passive,5,I love the new commentator! Great addition to the team.,2024-12-22,2024-12,i love the new commentator great addition to the team,0.8519,positive
CUST_0325,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-08-15,2024-08,no feedback everything seems to be working fine,-0.1027,negative
CUST_0326,3,Detractor,0,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-05-05,2024-05,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0327,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-07-09,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0328,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-10,2024-10,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0329,2,Promoter,10,I love the new commentator! Great addition to the team.,2024-03-09,2024-03,i love the new commentator great addition to the team,0.8519,positive
CUST_0330,3,Promoter,10,Subscription price is too high for what's offered.,2024-07-06,2024-07,subscription price is too high for what s offered,0.0,neutral
CUST_0331,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-12,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0332,4,Passive,5,"No feedback, everything seems to be working fine.",2024-06-22,2024-06,no feedback everything seems to be working fine,-0.1027,negative
CUST_0333,1,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-04,2024-11,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0334,2,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-13,2024-09,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0335,3,Promoter,10,Subscription price is too high for what's offered.,2024-06-02,2024-06,subscription price is too high for what s offered,0.0,neutral
CUST_0336,2,Passive,5,Subscription price is too high for what's offered.,2024-04-21,2024-04,subscription price is too high for what s offered,0.0,neutral
CUST_0337,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-18,2024-04,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0338,5,Passive,5,Subscription price is too high for what's offered.,2024-04-12,2024-04,subscription price is too high for what s offered,0.0,neutral
CUST_0339,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-09,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0340,3,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-11,2024-11,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0341,3,Promoter,10,Wish there were more pre-game analysis segments.,2024-04-10,2024-04,wish there were more pre game analysis segments,0.4019,positive
CUST_0342,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-03,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0343,2,Detractor,0,Subscription price is too high for what's offered.,2024-11-17,2024-11,subscription price is too high for what s offered,0.0,neutral
CUST_0344,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-10-13,2024-10,i love the new commentator great addition to the team,0.8519,positive
CUST_0345,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-31,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0346,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-09-18,2024-09,wish there were more pre game analysis segments,0.4019,positive
CUST_0347,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-01-25,2024-01,i love the new commentator great addition to the team,0.8519,positive
CUST_0348,4,Detractor,0,Wish there were more pre-game analysis segments.,2024-09-25,2024-09,wish there were more pre game analysis segments,0.4019,positive
CUST_0349,5,Detractor,0,I love the new commentator! Great addition to the team.,2024-10-07,2024-10,i love the new commentator great addition to the team,0.8519,positive
CUST_0350,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-04-22,2024-04,i love the new commentator great addition to the team,0.8519,positive
CUST_0351,1,Detractor,0,The streaming quality was terrible during the last game.,2024-01-27,2024-01,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0352,2,Detractor,0,Wish there were more pre-game analysis segments.,2024-04-14,2024-04,wish there were more pre game analysis segments,0.4019,positive
CUST_0353,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-15,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0354,2,Passive,5,"The app keeps crashing, please fix it.",2024-04-20,2024-04,the app keeps crashing please fix it,0.3182,positive
CUST_0355,2,Detractor,0,Subscription price is too high for what's offered.,2024-11-11,2024-11,subscription price is too high for what s offered,0.0,neutral
CUST_0356,5,Passive,5,"No feedback, everything seems to be working fine.",2024-07-02,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0357,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-04,2024-09,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0358,2,Promoter,10,I love the new commentator! Great addition to the team.,2024-01-08,2024-01,i love the new commentator great addition to the team,0.8519,positive
CUST_0359,3,Passive,5,Subscription price is too high for what's offered.,2024-11-07,2024-11,subscription price is too high for what s offered,0.0,neutral
CUST_0360,5,Detractor,0,"The app keeps crashing, please fix it.",2024-06-08,2024-06,the app keeps crashing please fix it,0.3182,positive
CUST_0361,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-09-07,2024-09,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0362,4,Promoter,10,"No feedback, everything seems to be working fine.",2024-07-10,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0363,3,Passive,5,Wish there were more pre-game analysis segments.,2024-07-02,2024-07,wish there were more pre game analysis segments,0.4019,positive
CUST_0364,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-09-08,2024-09,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0365,1,Detractor,0,Subscription price is too high for what's offered.,2024-02-13,2024-02,subscription price is too high for what s offered,0.0,neutral
CUST_0366,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-02,2024-06,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0367,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-15,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0368,5,Passive,5,Subscription price is too high for what's offered.,2024-01-15,2024-01,subscription price is too high for what s offered,0.0,neutral
CUST_0369,2,Passive,5,Wish there were more pre-game analysis segments.,2024-07-16,2024-07,wish there were more pre game analysis segments,0.4019,positive
CUST_0370,2,Passive,5,I love the new commentator! Great addition to the team.,2024-06-13,2024-06,i love the new commentator great addition to the team,0.8519,positive
CUST_0371,4,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-08-18,2024-08,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0372,2,Detractor,0,I love the new commentator! Great addition to the team.,2024-01-13,2024-01,i love the new commentator great addition to the team,0.8519,positive
CUST_0373,4,Passive,5,The streaming quality was terrible during the last game.,2024-06-23,2024-06,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0374,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-04,2024-01,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0375,2,Promoter,10,Wish there were more pre-game analysis segments.,2024-09-21,2024-09,wish there were more pre game analysis segments,0.4019,positive
CUST_0376,5,Passive,5,"No feedback, everything seems to be working fine.",2024-02-23,2024-02,no feedback everything seems to be working fine,-0.1027,negative
CUST_0377,3,Detractor,0,The streaming quality was terrible during the last game.,2024-01-07,2024-01,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0378,1,Promoter,10,"The app keeps crashing, please fix it.",2024-11-08,2024-11,the app keeps crashing please fix it,0.3182,positive
CUST_0379,5,Detractor,0,Wish there were more pre-game analysis segments.,2024-10-11,2024-10,wish there were more pre game analysis segments,0.4019,positive
CUST_0380,4,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-08-19,2024-08,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
